,time,location,x,y
36149,60168290,Loc10,476.37,170.734
36169,60200950,Loc10,476.17699999999996,170.88
36189,60234063,Loc10,475.965,171.062
36209,60267396,Loc10,475.914,171.104
36229,60301214,Loc10,475.67400000000004,171.21400000000003
36249,60334119,Loc10,475.51,171.34900000000002
36269,60367458,Loc10,475.47,171.359
36289,60401039,Loc10,475.35900000000004,171.449
36309,60434004,Loc10,475.38199999999995,171.268
36329,60467394,Loc10,475.24699999999996,171.285
36349,60501073,Loc10,475.301,171.229
36369,60534736,Loc10,475.329,171.287
36389,60567458,Loc10,475.385,171.24599999999998
36409,60601135,Loc10,475.339,171.263
36429,60634368,Loc10,475.32099999999997,171.262
36449,60667745,Loc10,475.285,171.255
36469,60700827,Loc10,475.324,171.273
36489,60734378,Loc10,475.32300000000004,171.265
36509,60767645,Loc10,475.19,171.215
36529,60801413,Loc10,474.89099999999996,171.238
36549,60834125,Loc10,474.639,171.205
36569,60868211,Loc10,474.13800000000003,171.37
36589,60900849,Loc10,473.67699999999996,171.61700000000002
36609,60934078,Loc10,473.39,171.68599999999998
36629,60967702,Loc10,473.048,171.726
36649,61000860,Loc10,472.48199999999997,171.61599999999999
36669,61034130,Loc10,471.92800000000005,171.58
36689,61067837,Loc10,471.394,171.513
36709,61101069,Loc10,470.912,171.41400000000002
36729,61134126,Loc10,470.65,171.3
36749,61167520,Loc10,470.139,171.143
36769,61200804,Loc10,469.793,171.07299999999998
36789,61234293,Loc10,469.466,171.00799999999998
36809,61267418,Loc10,469.131,170.831
36829,61301160,Loc10,468.916,170.692
36849,61334768,Loc10,468.741,170.695
36869,61367469,Loc10,468.528,170.65900000000002
36889,61401159,Loc10,468.54699999999997,170.625
36909,61434304,Loc10,468.47900000000004,170.65400000000002
36929,61467466,Loc10,468.38199999999995,170.579
36949,61501162,Loc10,468.38300000000004,170.597
36969,61534555,Loc10,468.26300000000003,170.58
36989,61567933,Loc10,468.209,170.546
37009,61601339,Loc10,468.181,170.53099999999998
37029,61634144,Loc10,468.077,170.50799999999998
37049,61667981,Loc10,467.945,170.28599999999997
37069,61700757,Loc10,467.77099999999996,170.253
37089,61734085,Loc10,467.592,170.071
37109,61767718,Loc10,467.176,169.851
37129,61801932,Loc10,466.69699999999995,169.476
37149,61834083,Loc10,466.20099999999996,169.21200000000002
37169,61867435,Loc10,465.833,168.908
37189,61901034,Loc10,465.37300000000005,168.62599999999998
37209,61934024,Loc10,464.88699999999994,168.243
37229,61967816,Loc10,464.287,167.96099999999998
37249,62001064,Loc10,463.70599999999996,167.695
37269,62035197,Loc10,463.34,167.61900000000003
37289,62067400,Loc10,462.869,167.40099999999998
37309,62101167,Loc10,462.694,167.199
37329,62134468,Loc10,462.702,166.827
37349,62167644,Loc10,462.8,166.43599999999998
37369,62201097,Loc10,462.5,165.942
37389,62234335,Loc10,462.38300000000004,165.69299999999998
37409,62267698,Loc10,462.202,165.486
37429,62300818,Loc10,462.066,165.287
37449,62334099,Loc10,461.88300000000004,165.175
37469,62367868,Loc10,461.81199999999995,164.94099999999997
37489,62400766,Loc10,461.469,164.733
37509,62434407,Loc10,461.349,164.388
37529,62467902,Loc10,461.379,163.945
37549,62501687,Loc10,461.543,163.748
37569,62534479,Loc10,461.625,163.27700000000002
37589,62567840,Loc10,461.345,162.815
37609,62601342,Loc10,461.423,162.475
37629,62634100,Loc10,461.176,161.769
37649,62667850,Loc10,461.175,161.41299999999998
37669,62701314,Loc10,461.349,160.86
37689,62734182,Loc10,461.791,159.806
37709,62767818,Loc10,462.212,159.083
37729,62801212,Loc10,462.51599999999996,158.411
37749,62834752,Loc10,462.724,157.734
37769,62867625,Loc10,463.02,157.003
37789,62900882,Loc10,463.381,156.372
37809,62934225,Loc10,463.898,155.562
37829,62967636,Loc10,464.298,154.499
37849,63001529,Loc10,464.546,153.816
37869,63034832,Loc10,464.963,153.085
37889,63067912,Loc10,465.29,152.136
37909,63101891,Loc10,465.575,151.34
37929,63134752,Loc10,465.894,150.763
37949,63167847,Loc10,466.11300000000006,149.997
37969,63201197,Loc10,466.64,149.183
37989,63234711,Loc10,467.171,148.344
38009,63267847,Loc10,467.496,147.627
38029,63301557,Loc10,468.045,146.672
38049,63334162,Loc10,468.375,146.039
38069,63367935,Loc10,468.699,145.50799999999998
38089,63401232,Loc10,469.14599999999996,144.895
38109,63434171,Loc10,469.75699999999995,144.053
38129,63467909,Loc10,470.083,143.529
38149,63501140,Loc10,470.45599999999996,142.868
38169,63534271,Loc10,470.619,142.569
38189,63567504,Loc10,470.717,142.447
38209,63600847,Loc10,470.676,142.345
38229,63634513,Loc10,470.68300000000005,142.15
38249,63667501,Loc10,470.63800000000003,142.17700000000002
38269,63701485,Loc10,470.603,142.157
38289,63734183,Loc10,470.545,142.095
38309,63767783,Loc10,470.56300000000005,142.009
38329,63801143,Loc10,470.524,142.121
38349,63834128,Loc10,470.541,142.053
38369,63868067,Loc10,470.47,142.18200000000002
38389,63900858,Loc10,470.495,142.19799999999998
38409,63934187,Loc10,470.401,142.126
38429,63968285,Loc10,470.43699999999995,142.095
38449,64001400,Loc10,470.425,142.156
38469,64034137,Loc10,470.381,142.048
38489,64067768,Loc10,470.403,142.036
38509,64101258,Loc10,470.346,141.97899999999998
38529,64134182,Loc10,470.32800000000003,142.035
38549,64167874,Loc10,470.38800000000003,141.931
38569,64201585,Loc10,470.406,142.06799999999998
38589,64234126,Loc10,470.37300000000005,142.144
38609,64267513,Loc10,470.336,142.07
38629,64301806,Loc10,470.315,142.144
38649,64334213,Loc10,470.30300000000005,142.114
38669,64367518,Loc10,470.346,142.121
38689,64400853,Loc10,470.30699999999996,142.141
38709,64434372,Loc10,470.30199999999996,142.026
38729,64467538,Loc10,470.351,142.107
38749,64501272,Loc10,470.272,142.126
38769,64534636,Loc10,470.335,142.124
38789,64568115,Loc10,470.254,142.129
38809,64600906,Loc10,470.29,142.188
38829,64634189,Loc10,470.25199999999995,142.149
38849,64667878,Loc10,470.29900000000004,142.16299999999998
38869,64700918,Loc10,470.25800000000004,142.062
38889,64734199,Loc10,470.346,142.123
38909,64767525,Loc10,470.30699999999996,142.118
38929,64801599,Loc10,470.29699999999997,142.079
38949,64834186,Loc10,470.36699999999996,142.126
38969,64867973,Loc10,470.351,142.1
38989,64901177,Loc10,470.351,142.149
39009,64934428,Loc10,470.32199999999995,142.17600000000002
39029,64967525,Loc10,470.31199999999995,142.121
39049,65000875,Loc10,470.349,142.055
39069,65034578,Loc10,470.267,142.124
39089,65067589,Loc10,470.36300000000006,142.126
39109,65101367,Loc10,470.425,142.085
39129,65134436,Loc10,470.45599999999996,142.049
39149,65167498,Loc10,470.566,141.967
39169,65201072,Loc10,470.649,141.778
39189,65234556,Loc10,470.746,141.639
39209,65267531,Loc10,470.869,141.231
39229,65301231,Loc10,470.93199999999996,141.066
39249,65334589,Loc10,471.20300000000003,140.76
39269,65367985,Loc10,471.461,140.351
39289,65400805,Loc10,471.746,139.868
39309,65434930,Loc10,471.871,139.58
39329,65467498,Loc10,472.19599999999997,139.216
39349,65501233,Loc10,472.63599999999997,138.681
39369,65534590,Loc10,472.94,138.356
39389,65567591,Loc10,473.36400000000003,137.969
39409,65601143,Loc10,473.93800000000005,137.28
39429,65634208,Loc10,474.536,136.461
39449,65667494,Loc10,474.82,136.03
39469,65701542,Loc10,475.22,135.464
39489,65734575,Loc10,475.844,134.489
39509,65767537,Loc10,476.36400000000003,133.6
39529,65801368,Loc10,476.755,133.03799999999998
39549,65834185,Loc10,477.1,132.451
39569,65867538,Loc10,477.51,131.97899999999998
39589,65901637,Loc10,477.93300000000005,131.505
39609,65934849,Loc10,478.625,130.836
39629,65967936,Loc10,479.37800000000004,130.001
39649,66000932,Loc10,479.72,129.815
39669,66034166,Loc10,480.51599999999996,129.122
39689,66068026,Loc10,481.17400000000004,128.612
39709,66101264,Loc10,481.93199999999996,127.98
39729,66134162,Loc10,482.79400000000004,127.225
39749,66167507,Loc10,483.52,126.62100000000001
39769,66200767,Loc10,484.501,125.79799999999999
39789,66235016,Loc10,485.501,124.95200000000001
39809,66267742,Loc10,486.454,124.243
39829,66301373,Loc10,487.54699999999997,123.33
39849,66334160,Loc10,488.406,122.83
39869,66367489,Loc10,489.464,122.336
39889,66401226,Loc10,490.154,122.04299999999999
39909,66434105,Loc10,490.925,121.81200000000001
39929,66467499,Loc10,491.727,121.637
39949,66501273,Loc10,492.216,121.589
39969,66535062,Loc10,492.60699999999997,121.542
39989,66567835,Loc10,493.086,121.51899999999999
40009,66600897,Loc10,493.592,121.613
40029,66634539,Loc10,493.952,121.559
40049,66667509,Loc10,494.24800000000005,121.46799999999999
40069,66701381,Loc10,494.51800000000003,121.5
40089,66734575,Loc10,494.579,121.579
40109,66767493,Loc10,494.634,121.62100000000001
40129,66801208,Loc10,494.602,121.61
40149,66834199,Loc10,494.82300000000004,121.426
40169,66867514,Loc10,494.926,121.44200000000001
40189,66900784,Loc10,494.875,121.416
40209,66934564,Loc10,494.86,121.43
40229,66967942,Loc10,494.901,121.48
40249,67001580,Loc10,494.898,121.458
40269,67034173,Loc10,494.916,121.47200000000001
40289,67067770,Loc10,494.85699999999997,121.48299999999999
40309,67101330,Loc10,494.895,121.52600000000001
40329,67134175,Loc10,494.88199999999995,121.454
40349,67168037,Loc10,494.94599999999997,121.509
40369,67201305,Loc10,494.955,121.485
40389,67234270,Loc10,494.879,121.455
40409,67267938,Loc10,494.92699999999996,121.5
40429,67301362,Loc10,494.8,121.57700000000001
40449,67334496,Loc10,494.855,121.54899999999999
40469,67367504,Loc10,494.827,121.54700000000001
40489,67401193,Loc10,494.926,121.48700000000001
40509,67434426,Loc10,494.925,121.48899999999999
40529,67467861,Loc10,494.87199999999996,121.501
40549,67500892,Loc10,494.861,121.506
40569,67534169,Loc10,494.89,121.52
40589,67568069,Loc10,494.926,121.507
40609,67601191,Loc10,494.965,121.521
40629,67634207,Loc10,494.93699999999995,121.493
40649,67667838,Loc10,494.92800000000005,121.51299999999999
40669,67700793,Loc10,495.005,121.506
40689,67734558,Loc10,495.254,121.45200000000001
40709,67767895,Loc10,495.67199999999997,121.413
40729,67800939,Loc10,496.226,121.346
40749,67834117,Loc10,496.63,121.39200000000001
40769,67867834,Loc10,496.95599999999996,121.38600000000001
40789,67901234,Loc10,497.19199999999995,121.45700000000001
40809,67934468,Loc10,497.399,121.40700000000001
40829,67967955,Loc10,497.723,121.415
40849,68000924,Loc10,498.009,121.369
40869,68034772,Loc10,498.295,121.28299999999999
40889,68067947,Loc10,498.80300000000005,121.34100000000001
40909,68101179,Loc10,499.365,121.304
40929,68134494,Loc10,499.642,121.307
40949,68167894,Loc10,499.991,121.279
40969,68201246,Loc10,500.699,121.171
40989,68234664,Loc10,501.092,121.39299999999999
41009,68267552,Loc10,501.55699999999996,121.62700000000001
41029,68301297,Loc10,501.846,121.786
41049,68334201,Loc10,502.126,121.906
41069,68367790,Loc10,502.288,121.92
41089,68401092,Loc10,502.3,121.912
41109,68434203,Loc10,502.402,121.969
41129,68467549,Loc10,502.404,122.009
41149,68501175,Loc10,502.491,122.053
41169,68534200,Loc10,502.46,122.219
41189,68567901,Loc10,502.495,122.163
41209,68601271,Loc10,502.441,122.125
41229,68635087,Loc10,502.335,122.236
41249,68667940,Loc10,502.23,122.36399999999999
41269,68701160,Loc10,502.2,122.494
41289,68734390,Loc10,502.316,122.625
41309,68767538,Loc10,502.56800000000004,122.56299999999999
41329,68801284,Loc10,502.52099999999996,122.601
41349,68834809,Loc10,502.6,122.515
41369,68867603,Loc10,502.801,122.459
41389,68900935,Loc10,502.918,122.428
41409,68934607,Loc10,503.056,122.335
41429,68968103,Loc10,503.249,122.264
41449,69000931,Loc10,503.542,122.26100000000001
41469,69034266,Loc10,503.876,122.208
41489,69068450,Loc10,504.32099999999997,122.31200000000001
41509,69101406,Loc10,504.597,122.383
41529,69134283,Loc10,504.79400000000004,122.29
41549,69168010,Loc10,505.29400000000004,122.198
41569,69200938,Loc10,505.754,122.105
41589,69234271,Loc10,506.241,122.009
41609,69267671,Loc10,506.486,122.147
41629,69302301,Loc10,506.87199999999996,122.178
41649,69334262,Loc10,507.536,122.175
41669,69367985,Loc10,508.04699999999997,122.134
41689,69401314,Loc10,508.561,122.133
41709,69434153,Loc10,509.05800000000005,122.15899999999999
41729,69467607,Loc10,509.68300000000005,122.249
41749,69501720,Loc10,510.265,122.508
41769,69534827,Loc10,510.903,122.77799999999999
41789,69567613,Loc10,511.904,123.08
41809,69600989,Loc10,512.599,123.20100000000001
41829,69634536,Loc10,513.295,123.34200000000001
41849,69667979,Loc10,514.229,123.51799999999999
41869,69701849,Loc10,515.165,123.62899999999999
41889,69734631,Loc10,516.096,123.80799999999999
41909,69768159,Loc10,516.535,124.296
41929,69801304,Loc10,517.111,124.59700000000001
41949,69834709,Loc10,517.556,124.93
41969,69868310,Loc10,517.923,125.23700000000001
41989,69900854,Loc10,518.2080000000001,125.436
42009,69934231,Loc10,518.351,125.581
42029,69968087,Loc10,518.707,125.77799999999999
42049,70000918,Loc10,519.043,125.934
42069,70034215,Loc10,519.5269999999999,126.06
42089,70067669,Loc10,519.887,126.145
42109,70101303,Loc10,520.078,126.296
42129,70134296,Loc10,520.489,126.376
42149,70167624,Loc10,520.961,126.443
42169,70201404,Loc10,521.629,126.50299999999999
42189,70234164,Loc10,521.83,126.84899999999999
42209,70267576,Loc10,522.236,127.22200000000001
42229,70301093,Loc10,522.54,127.561
42249,70334791,Loc10,523.106,127.816
42269,70367972,Loc10,523.839,128.134
42289,70401212,Loc10,524.619,128.23
42309,70434195,Loc10,525.054,128.746
42329,70467585,Loc10,525.271,129.137
42349,70501013,Loc10,525.431,129.672
42369,70535076,Loc10,525.721,129.96
42389,70568468,Loc10,526.45,130.109
42409,70601514,Loc10,527.0459999999999,130.063
42429,70634239,Loc10,527.4019999999999,130.298
42449,70667578,Loc10,527.56,130.679
42469,70700952,Loc10,527.669,131.092
42489,70734167,Loc10,528.106,131.375
42509,70767779,Loc10,528.441,131.644
42529,70801151,Loc10,528.684,131.946
42549,70834242,Loc10,528.966,132.203
42569,70867578,Loc10,528.867,132.472
42589,70901428,Loc10,529.082,132.805
42609,70934261,Loc10,529.347,133.042
42629,70968076,Loc10,529.804,133.338
42649,71001099,Loc10,530.269,133.578
42669,71035116,Loc10,530.5219999999999,133.621
42689,71068014,Loc10,531.112,133.608
42709,71101288,Loc10,530.97,133.829
42729,71134639,Loc10,531.177,133.843
42749,71167574,Loc10,531.377,133.816
42769,71201097,Loc10,531.731,133.928
42789,71234767,Loc10,532.0930000000001,134.05700000000002
42809,71267567,Loc10,532.359,134.252
42829,71300966,Loc10,532.727,134.562
42849,71335024,Loc10,533.05,134.89700000000002
42869,71367856,Loc10,533.009,135.371
42889,71400974,Loc10,533.164,135.773
42909,71434565,Loc10,533.2090000000001,136.308
42929,71467775,Loc10,533.857,136.571
42949,71500973,Loc10,534.455,136.971
42969,71534251,Loc10,534.9780000000001,137.34
42989,71567896,Loc10,535.0980000000001,137.778
43009,71601297,Loc10,535.372,138.30100000000002
43029,71634252,Loc10,536.268,138.41899999999998
43049,71667993,Loc10,537.066,139.203
43069,71701543,Loc10,537.695,139.844
43089,71734246,Loc10,538.149,140.372
43109,71767647,Loc10,538.439,140.701
43129,71801372,Loc10,538.816,141.33100000000002
43149,71834970,Loc10,539.106,141.868
43169,71867702,Loc10,539.0930000000001,142.35399999999998
43189,71901462,Loc10,539.345,143.096
43209,71934636,Loc10,539.578,144.107
43229,71967548,Loc10,539.406,144.898
43249,72000895,Loc10,539.739,146.13299999999998
43269,72034687,Loc10,539.7919999999999,147.023
43289,72068277,Loc10,540.109,147.803
43309,72100936,Loc10,540.192,148.578
43329,72134265,Loc10,540.798,149.279
43349,72168015,Loc10,541.081,149.884
43369,72201258,Loc10,541.437,150.386
43389,72234188,Loc10,541.746,150.697
43409,72268146,Loc10,542.173,151.05200000000002
43429,72301198,Loc10,542.4590000000001,151.489
43449,72334263,Loc10,542.808,151.70600000000002
43469,72367854,Loc10,542.9540000000001,151.715
43489,72401155,Loc10,543.1080000000001,151.795
43509,72434270,Loc10,543.202,151.94
43529,72467653,Loc10,543.118,152.013
43549,72501639,Loc10,543.186,152.012
43569,72534905,Loc10,543.303,152.269
43589,72568482,Loc10,543.29,152.444
43609,72601496,Loc10,543.3430000000001,152.586
43629,72634740,Loc10,543.399,152.69
43649,72667664,Loc10,543.406,152.76
43669,72701219,Loc10,543.505,153.085
43689,72734389,Loc10,543.531,153.184
43709,72768537,Loc10,543.634,153.63
43729,72801371,Loc10,543.712,153.817
43749,72834337,Loc10,543.783,154.046
43769,72867926,Loc10,543.785,154.47899999999998
43789,72900935,Loc10,543.55,155.067
43809,72934351,Loc10,543.214,155.668
43829,72967863,Loc10,543.154,155.963
43849,73001630,Loc10,542.689,156.972
43869,73034327,Loc10,542.499,157.961
43889,73067917,Loc10,542.482,158.618
43909,73101251,Loc10,542.405,159.487
43929,73134330,Loc10,542.391,160.761
43949,73167613,Loc10,542.42,161.458
43969,73201376,Loc10,542.3969999999999,162.583
43989,73234291,Loc10,542.354,163.366
44009,73268094,Loc10,542.335,164.196
44029,73301223,Loc10,542.42,165.322
44049,73334858,Loc10,542.455,166.392
44069,73368085,Loc10,542.856,167.755
44089,73401935,Loc10,543.387,169.511
44109,73434250,Loc10,543.819,170.842
44129,73467560,Loc10,543.908,171.84599999999998
44149,73501461,Loc10,543.927,172.766
44169,73534296,Loc10,543.844,173.543
44189,73567589,Loc10,543.747,174.081
44209,73601334,Loc10,543.803,174.59
44229,73634347,Loc10,543.406,175.22
44249,73668365,Loc10,543.308,175.558
44269,73700953,Loc10,543.256,175.795
44289,73734290,Loc10,543.239,176.332
44309,73767646,Loc10,543.477,176.84799999999998
44329,73801684,Loc10,543.627,177.22299999999998
44349,73834272,Loc10,543.244,177.813
44369,73867897,Loc10,542.37,178.176
44389,73901821,Loc10,541.548,178.264
44409,73934262,Loc10,540.7180000000001,178.887
44429,73968864,Loc10,540.259,180.074
44449,74001396,Loc10,539.941,181.02900000000002
44469,74035398,Loc10,539.393,182.24599999999998
44489,74068066,Loc10,538.918,183.125
44509,74101018,Loc10,538.521,183.91
44529,74134933,Loc10,538.148,184.687
44549,74167682,Loc10,537.878,185.305
44569,74201322,Loc10,537.734,185.98
44589,74234355,Loc10,537.373,186.615
44609,74267587,Loc10,537.0459999999999,187.338
44629,74301723,Loc10,536.849,187.88400000000001
44649,74334360,Loc10,536.644,188.55200000000002
44669,74368732,Loc10,536.52,188.73
44689,74400982,Loc10,536.469,189.245
44709,74434641,Loc10,536.443,189.636
44729,74467941,Loc10,536.476,189.516
44749,74501675,Loc10,536.3969999999999,189.55700000000002
44769,74534228,Loc10,536.21,189.601
44789,74567730,Loc10,535.922,189.636
44809,74601306,Loc10,535.668,189.46900000000002
44829,74634286,Loc10,535.219,189.158
44849,74667695,Loc10,535.028,188.83900000000003
44869,74701798,Loc10,534.945,189.05200000000002
44889,74734312,Loc10,534.805,190.261
44909,74767697,Loc10,531.871,194.889
44929,74801435,Loc10,531.14,195.635
44949,74834528,Loc10,530.373,196.555
44969,74867846,Loc10,530.899,196.99
44989,74901508,Loc10,530.582,197.046
45009,74935000,Loc10,530.126,197.27
45029,74967990,Loc10,530.114,197.433
45049,75001325,Loc10,530.305,197.61599999999999
45069,75034377,Loc10,529.756,197.62900000000002
45089,75068471,Loc10,529.081,197.114
45109,75101104,Loc10,528.636,197.19099999999997
45129,75134366,Loc10,528.42,197.148
45149,75168381,Loc10,528.368,197.263
45169,75201033,Loc10,528.34,197.502
45189,75234374,Loc10,528.073,197.71099999999998
45209,75268080,Loc10,527.759,197.771
45229,75301217,Loc10,527.622,197.78
45249,75334311,Loc10,527.4159999999999,197.855
45269,75368036,Loc10,527.398,197.851
45289,75401319,Loc10,527.5369999999999,197.75
45309,75434345,Loc10,527.48,197.82299999999998
45329,75467660,Loc10,527.507,197.831
45349,75501427,Loc10,527.469,197.82299999999998
45369,75534831,Loc10,527.4540000000001,197.86700000000002
45389,75567696,Loc10,527.432,197.88099999999997
45409,75601363,Loc10,527.393,197.87900000000002
45429,75634660,Loc10,527.515,197.938
45449,75667653,Loc10,527.481,197.86700000000002
45469,75701498,Loc10,527.394,197.954
45489,75734744,Loc10,527.3919999999999,197.945
45509,75768245,Loc10,527.41,198.044
45529,75801752,Loc10,527.307,197.988
45549,75835174,Loc10,527.245,198.06599999999997
45569,75868251,Loc10,527.253,198.08700000000002
45589,75900975,Loc10,527.114,198.145
45609,75934696,Loc10,527.008,198.113
45629,75967985,Loc10,527.069,198.09
45649,76001147,Loc10,527.007,198.28099999999998
45669,76034391,Loc10,527.016,198.128
45689,76068172,Loc10,526.915,198.178
45709,76101462,Loc10,526.889,198.203
45729,76134895,Loc10,526.868,198.23
45749,76167782,Loc10,526.7959999999999,198.28
45769,76201374,Loc10,526.8,198.271
45789,76234336,Loc10,526.788,198.188
45809,76267711,Loc10,526.79,198.22799999999998
45829,76301289,Loc10,526.7130000000001,198.21200000000002
45849,76334963,Loc10,526.7080000000001,198.2
45869,76367994,Loc10,526.706,198.273
45889,76401283,Loc10,526.5830000000001,198.322
45909,76434818,Loc10,526.66,198.274
45929,76467883,Loc10,526.687,198.25099999999998
45949,76501475,Loc10,526.6669999999999,198.208
45969,76534872,Loc10,526.615,198.29
45989,76568250,Loc10,526.663,198.21900000000002
46009,76601642,Loc10,526.6419999999999,198.205
46029,76635147,Loc10,526.644,198.24599999999998
46049,76668348,Loc10,526.505,198.262
46069,76701002,Loc10,526.653,198.21400000000003
46089,76734338,Loc10,526.569,198.30599999999998
46109,76768050,Loc10,526.604,198.32
46129,76802337,Loc10,526.481,198.301
46149,76834344,Loc10,526.548,198.248
46169,76867738,Loc10,526.544,198.22099999999998
46189,76901277,Loc10,526.509,198.30700000000002
46209,76934263,Loc10,526.5409999999999,198.248
46229,76968028,Loc10,526.501,198.28099999999998
46249,77001232,Loc10,526.516,198.237
46269,77035736,Loc10,526.472,198.34
46289,77067910,Loc10,526.534,198.27700000000002
46309,77101274,Loc10,526.4259999999999,198.29
46329,77134637,Loc10,526.482,198.34599999999998
46349,77167687,Loc10,526.341,198.351
46369,77201053,Loc10,526.215,198.40200000000002
46389,77234358,Loc10,526.308,198.399
46409,77267770,Loc10,526.0880000000001,198.46400000000003
46429,77301072,Loc10,525.9630000000001,198.609
46449,77334287,Loc10,525.66,198.859
46469,77368192,Loc10,525.471,198.972
46489,77401070,Loc10,525.214,199.25
46509,77434765,Loc10,524.986,199.463
46529,77468077,Loc10,524.719,200.30200000000002
46549,77501967,Loc10,524.17,200.737
46569,77534855,Loc10,523.745,201.074
46589,77567625,Loc10,523.197,201.22799999999998
46609,77601460,Loc10,522.6569999999999,201.274
46629,77635115,Loc10,522.053,201.541
46649,77668157,Loc10,521.489,201.976
46669,77701413,Loc10,521.061,202.271
46689,77734352,Loc10,520.725,202.31799999999998
46709,77768418,Loc10,520.32,202.386
46729,77801331,Loc10,519.84,202.475
46749,77835202,Loc10,519.307,202.674
46769,77868333,Loc10,518.789,202.872
46789,77901022,Loc10,518.469,203.058
46809,77934537,Loc10,517.935,203.438
46829,77967765,Loc10,517.306,203.59799999999998
46849,78001335,Loc10,516.663,203.90599999999998
46869,78035267,Loc10,516.306,203.99599999999998
46889,78068126,Loc10,515.7919999999999,204.206
46909,78101144,Loc10,515.12,204.40200000000002
46929,78134387,Loc10,514.633,204.495
46949,78168106,Loc10,514.095,204.732
46969,78201084,Loc10,513.644,204.905
46989,78234381,Loc10,512.9580000000001,205.15599999999998
47009,78267756,Loc10,512.735,205.03799999999998
47029,78301303,Loc10,512.363,205.085
47049,78335106,Loc10,512.132,205.048
47069,78368056,Loc10,511.69,205.06900000000002
47089,78401483,Loc10,510.914,205.36
47109,78434584,Loc10,510.418,205.55599999999998
47129,78467674,Loc10,509.847,205.812
47149,78501101,Loc10,509.501,205.99599999999998
47169,78535280,Loc10,509.272,206.02700000000002
47189,78568062,Loc10,508.842,206.04
47209,78601535,Loc10,508.411,206.015
47229,78634607,Loc10,507.92699999999996,205.985
47249,78667727,Loc10,507.309,206.033
47269,78701879,Loc10,506.68699999999995,206.01
47289,78735222,Loc10,506.255,205.976
47309,78767973,Loc10,505.726,206.012
47329,78801144,Loc10,504.996,206.097
47349,78834497,Loc10,504.106,206.321
47369,78868848,Loc10,503.536,206.47
47389,78901605,Loc10,502.966,206.56400000000002
47409,78934731,Loc10,502.435,206.699
47429,78968249,Loc10,502.096,206.653
47449,79001908,Loc10,501.76,206.574
47469,79034844,Loc10,501.416,206.487
47489,79067969,Loc10,500.855,206.537
47509,79101467,Loc10,500.62300000000005,206.706
47529,79135102,Loc10,500.431,206.7
47549,79167769,Loc10,500.33099999999996,206.67700000000002
47569,79201455,Loc10,500.05400000000003,206.467
47589,79234378,Loc10,499.725,206.30200000000002
47609,79267764,Loc10,499.163,206.114
47629,79301537,Loc10,498.668,206.05
47649,79334685,Loc10,498.103,206.044
47669,79367817,Loc10,497.716,205.925
47689,79401394,Loc10,497.085,205.862
47709,79434930,Loc10,496.56800000000004,205.65200000000002
47729,79468037,Loc10,495.904,205.51
47749,79501159,Loc10,495.241,205.372
47769,79534692,Loc10,494.418,205.17700000000002
47789,79568064,Loc10,493.461,205.019
47809,79601479,Loc10,492.776,204.958
47829,79634827,Loc10,492.038,204.75900000000001
47849,79668151,Loc10,491.35900000000004,204.546
47869,79701129,Loc10,490.908,204.33599999999998
47889,79734390,Loc10,490.833,204.227
47909,79768627,Loc10,490.75800000000004,204.095
47929,79801136,Loc10,490.80800000000005,204.112
47949,79834393,Loc10,490.806,204.11
47969,79867988,Loc10,490.969,204.016
47989,79901608,Loc10,491.06300000000005,204.071
48009,79934396,Loc10,491.17400000000004,204.093
48029,79967980,Loc10,491.245,204.074
48049,80001379,Loc10,491.292,204.13400000000001
48069,80034931,Loc10,491.339,204.135
48089,80067804,Loc10,491.42699999999996,204.125
48109,80101287,Loc10,491.647,204.225
48129,80134702,Loc10,491.592,204.21099999999998
48149,80167719,Loc10,491.60699999999997,204.19299999999998
48169,80201671,Loc10,491.68199999999996,204.237
48189,80234913,Loc10,491.691,204.222
48209,80267672,Loc10,491.67199999999997,204.207
48229,80301070,Loc10,491.685,204.203
48249,80334338,Loc10,491.624,204.192
48269,80368213,Loc10,491.51800000000003,204.104
48289,80401410,Loc10,491.32599999999996,204.12
48309,80434409,Loc10,491.27,204.09799999999998
48329,80468097,Loc10,491.152,203.85
48349,80501913,Loc10,491.163,203.899
48369,80534661,Loc10,491.027,203.899
48389,80568350,Loc10,491.093,203.864
48409,80601667,Loc10,491.017,203.77599999999998
48429,80634339,Loc10,490.935,203.84099999999998
48449,80667743,Loc10,490.994,203.821
48469,80701810,Loc10,490.913,203.859
48489,80734346,Loc10,490.898,203.771
48509,80768413,Loc10,491.014,203.808
48529,80801457,Loc10,491.004,203.83
48549,80834540,Loc10,490.975,203.81599999999997
48569,80867737,Loc10,491.039,203.80700000000002
48589,80901133,Loc10,490.969,203.762
48609,80934865,Loc10,490.991,203.834
48629,80968096,Loc10,491.014,203.77200000000002
48649,81001557,Loc10,490.96,203.78099999999998
48669,81035264,Loc10,490.895,203.80700000000002
48689,81067869,Loc10,490.86300000000006,203.773
48709,81101139,Loc10,490.901,203.82
48729,81134535,Loc10,490.906,203.75
48749,81167868,Loc10,490.89300000000003,203.72099999999998
48769,81201720,Loc10,490.858,203.77900000000002
48789,81234481,Loc10,490.529,203.74900000000002
48809,81268097,Loc10,490.156,203.71200000000002
48829,81301506,Loc10,489.901,203.615
48849,81334419,Loc10,489.48199999999997,203.457
48869,81367945,Loc10,489.32099999999997,203.317
